1.568081,4.432734
1.611027,4.476778
1.745362,4.611565
1.971765,4.821571
2.264764,5.037679
2.640313,5.144149
3.022627,5.093131
3.400795,5.015933
3.783357,4.951993
4.173725,4.906789
4.567744,4.870888
4.942854,4.842820
5.044941,4.834490
4.937096,4.837391
4.930811,4.837813
4.930981,4.835843
4.930794,4.791048
4.950452,4.745455
4.971982,4.744642
4.973061,4.744929
4.980021,4.770919
5.045274,4.902867
5.108535,4.946009
5.109042,4.946849
5.109031,4.946845
5.130535,4.952905
5.146596,4.951137
5.146647,4.951149
5.145757,5.040569
5.139219,5.327276
5.112532,5.695671
5.075726,6.055184
5.045560,6.414828
5.015103,6.773892
4.989807,7.128053
4.964882,7.483280
4.940680,7.831828
4.919271,8.181423
4.895670,8.524532
4.876137,8.866597
4.852611,9.204388
4.833427,9.538208
4.809757,9.869606
4.794668,10.002169
4.793703,9.991647
4.791670,9.991991
4.757159,9.989724
4.718830,9.980280
4.696241,9.974563
4.694686,9.982660
4.701883,10.006331
4.707168,10.038863
4.706248,10.044142
4.712814,10.044187
4.860599,10.045339
5.196803,10.050098
5.583330,10.061748
5.964541,10.071534
6.344149,10.084701
6.715877,10.099675
7.085188,10.114046
7.448007,10.132624
7.806084,10.148830
8.162373,10.167576
8.510575,10.184744
8.858702,10.202716
9.198741,10.221206
9.538681,10.237367
9.870536,10.256572
10.008624,10.271496
9.996903,10.272890
9.997075,10.271139
9.996421,10.267527
10.003049,10.267258
10.152558,10.259458
10.446331,10.217040
10.741220,10.129990
11.049440,10.019215
11.368688,9.924988
11.709235,9.867522
12.054406,9.857018
12.422946,9.863283
12.808954,9.899137
13.191301,9.945783
13.570441,9.982004
13.951014,10.006217
14.328431,10.026432
14.699955,10.040394
15.000776,10.053771
14.997592,10.056715
14.997295,10.056778
14.996528,10.031799
15.004891,9.980067
15.037754,9.951979
15.075194,9.952330
15.077316,9.953136
15.077441,9.973258
15.079321,10.160847
15.092096,10.515067
15.112164,10.884012
15.136263,11.248416
15.155662,11.607082
15.176835,11.965946
15.195823,12.316782
15.213111,12.668995
15.232298,13.012745
15.247642,13.355875
15.267050,13.692983
15.281502,14.026902
15.300289,14.357320
15.314257,14.682431
15.337378,14.973961
15.346698,15.003129
15.346704,15.003126
15.338007,15.002850
15.336229,15.002528
15.335190,15.023141
15.321386,15.209186
15.259489,15.499247
15.148146,15.795723
15.035718,16.106422
14.946134,16.435688
14.911706,16.779507
14.908520,17.136980
14.915680,17.518160
14.950858,17.903534
14.985862,18.286784
15.014378,18.666093
15.031973,19.042236
15.046296,19.416780
15.056018,19.783975
15.065167,20.022469
15.065722,19.976461
15.066026,19.972796
15.066032,19.972793
